https://www.michiganlottery.com/resources/number-tools?SELECTED_TOOL=PAST_RESULTS&SELECTED_GAME=6
"Draw Date","Winning Numbers","Drawing Type"
"01/13/2021","10,14,18,21,37,39","REGULAR DRAWING"
"01/13/2021","8,11,16,34,39,45","DOUBLE PLAY DRAWING"
"01/09/2021","13,14,16,29,31,35","REGULAR DRAWING"
"01/09/2021","12,17,30,32,37,41","DOUBLE PLAY DRAWING"
"01/06/2021","5,8,12,28,35,44","REGULAR DRAWING"
"01/06/2021","1,4,19,38,41,46","DOUBLE PLAY DRAWING"
"01/02/2021","4,7,24,30,38,45","REGULAR DRAWING"
"01/02/2021","10,11,23,25,27,31","DOUBLE PLAY DRAWING"
"12/30/2020","7,21,22,28,37,38","REGULAR DRAWING"
"12/30/2020","12,20,27,28,34,37","DOUBLE PLAY DRAWING"
"12/26/2020","1,3,11,23,24,39","REGULAR DRAWING"
"12/26/2020","2,13,14,15,29,36","DOUBLE PLAY DRAWING"
"12/23/2020","2,3,8,10,14,21","REGULAR DRAWING"
"12/23/2020","1,10,24,32,35,46","DOUBLE PLAY DRAWING"
"12/19/2020","10,11,12,21,45,47","REGULAR DRAWING"
"12/19/2020","7,15,22,26,43,47","DOUBLE PLAY DRAWING"
"12/16/2020","4,10,27,29,31,40","REGULAR DRAWING"
"12/16/2020","4,6,13,21,28,31","DOUBLE PLAY DRAWING"
"12/12/2020","29,32,41,42,46,47","REGULAR DRAWING"
"12/12/2020","10,14,28,41,42,45","DOUBLE PLAY DRAWING"
"12/09/2020","1,8,27,37,42,47","REGULAR DRAWING"
"12/09/2020","3,17,26,34,36,37","DOUBLE PLAY DRAWING"
"12/05/2020","7,14,21,27,28,37","REGULAR DRAWING"
"12/05/2020","13,17,20,30,41,45","DOUBLE PLAY DRAWING"
"12/02/2020","1,10,15,22,26,33","REGULAR DRAWING"
"12/02/2020","24,26,32,34,43,46","DOUBLE PLAY DRAWING"
"11/28/2020","9,13,20,25,40,43","REGULAR DRAWING"
"11/28/2020","18,21,27,29,35,38","DOUBLE PLAY DRAWING"
"11/25/2020","1,4,5,19,33,35","REGULAR DRAWING"
"11/25/2020","6,8,16,23,29,45","DOUBLE PLAY DRAWING"
"11/21/2020","12,13,15,16,21,28","REGULAR DRAWING"
"11/21/2020","3,11,15,19,29,31","DOUBLE PLAY DRAWING"
"11/18/2020","8,10,16,35,36,40","REGULAR DRAWING"
"11/18/2020","1,6,11,15,22,32","DOUBLE PLAY DRAWING"
"11/14/2020","2,26,27,30,40,44","REGULAR DRAWING"
"11/14/2020","4,14,24,32,33,44","DOUBLE PLAY DRAWING"
"11/11/2020","6,19,26,27,34,38","REGULAR DRAWING"
"11/11/2020","13,18,23,34,41,47","DOUBLE PLAY DRAWING"
"11/07/2020","4,16,33,38,40,44","REGULAR DRAWING"
"11/07/2020","1,7,15,19,29,39","DOUBLE PLAY DRAWING"
"11/04/2020","2,16,24,25,37,42","REGULAR DRAWING"
"11/04/2020","3,17,18,22,38,41","DOUBLE PLAY DRAWING"
"10/31/2020","3,8,15,28,41,46","REGULAR DRAWING"
"10/31/2020","12,16,23,26,30,40","DOUBLE PLAY DRAWING"
"10/28/2020","7,17,20,31,46,47","REGULAR DRAWING"
"10/28/2020","9,16,22,30,32,41","DOUBLE PLAY DRAWING"
"10/24/2020","3,9,15,29,36,43","REGULAR DRAWING"
"10/24/2020","5,14,22,27,36,39","DOUBLE PLAY DRAWING"
"10/21/2020","3,11,21,33,43,44","REGULAR DRAWING"
"10/21/2020","10,12,26,34,41,46","DOUBLE PLAY DRAWING"
"10/17/2020","2,23,24,31,37,39","REGULAR DRAWING"
"10/17/2020","2,6,23,33,39,47","DOUBLE PLAY DRAWING"
"10/14/2020","9,13,18,24,33,47","REGULAR DRAWING"
"10/14/2020","13,23,29,35,42,45","DOUBLE PLAY DRAWING"
"10/10/2020","7,10,31,39,45,47","REGULAR DRAWING"
"10/10/2020","5,12,18,28,34,39","DOUBLE PLAY DRAWING"
"10/07/2020","6,15,17,27,30,42","REGULAR DRAWING"
"10/07/2020","13,14,20,26,27,42","DOUBLE PLAY DRAWING"
"10/03/2020","17,21,25,28,31,41","REGULAR DRAWING"
"10/03/2020","7,8,17,18,26,31","DOUBLE PLAY DRAWING"
"09/30/2020","2,10,11,21,22,27","REGULAR DRAWING"
"09/30/2020","8,13,21,22,26,29","DOUBLE PLAY DRAWING"
"09/26/2020","11,12,28,33,41,44","REGULAR DRAWING"
"09/26/2020","10,12,15,17,27,30","DOUBLE PLAY DRAWING"
"09/23/2020","6,9,14,15,40,45","REGULAR DRAWING"
"09/23/2020","20,21,28,40,41,44","DOUBLE PLAY DRAWING"
"09/19/2020","6,23,24,25,38,39","REGULAR DRAWING"
"09/19/2020","10,14,21,24,33,41","DOUBLE PLAY DRAWING"
"09/16/2020","3,20,21,26,38,46","REGULAR DRAWING"
"09/16/2020","6,7,12,15,33,44","DOUBLE PLAY DRAWING"
"09/12/2020","3,4,28,36,39,40","REGULAR DRAWING"
"09/12/2020","17,18,23,37,39,46","DOUBLE PLAY DRAWING"
"09/09/2020","16,22,25,26,35,47","REGULAR DRAWING"
"09/09/2020","3,7,26,31,35,41","DOUBLE PLAY DRAWING"
"09/05/2020","1,4,6,36,37,38","REGULAR DRAWING"
"09/05/2020","4,5,12,24,29,33","DOUBLE PLAY DRAWING"
"09/02/2020","4,23,25,30,41,42","REGULAR DRAWING"
"09/02/2020","2,8,9,14,15,31","DOUBLE PLAY DRAWING"
"08/29/2020","1,7,17,22,29,41","REGULAR DRAWING"
"08/29/2020","3,12,19,21,31,34","DOUBLE PLAY DRAWING"
"08/26/2020","9,11,12,19,26,30","REGULAR DRAWING"
"08/26/2020","3,9,25,28,35,39","DOUBLE PLAY DRAWING"
"08/22/2020","12,13,21,28,39,44","REGULAR DRAWING"
"08/22/2020","4,25,29,38,43,45","DOUBLE PLAY DRAWING"
"08/19/2020","2,9,31,33,40,44","REGULAR DRAWING"
"08/19/2020","7,8,13,18,20,27","DOUBLE PLAY DRAWING"
"08/15/2020","5,11,17,25,35,45","REGULAR DRAWING"
"08/15/2020","10,26,27,28,43,46","DOUBLE PLAY DRAWING"
"08/12/2020","12,13,22,34,43,47","REGULAR DRAWING"
"08/12/2020","3,15,20,25,37,45","DOUBLE PLAY DRAWING"
"08/08/2020","1,2,4,24,26,41","REGULAR DRAWING"
"08/08/2020","2,6,24,28,37,40","DOUBLE PLAY DRAWING"
"08/05/2020","1,4,12,17,23,35","REGULAR DRAWING"
"08/05/2020","7,8,13,15,29,35","DOUBLE PLAY DRAWING"
"08/01/2020","10,11,26,33,43,45","REGULAR DRAWING"
"08/01/2020","8,9,15,16,17,25","DOUBLE PLAY DRAWING"
"07/29/2020","5,15,19,29,44,47","REGULAR DRAWING"
"07/29/2020","11,17,20,23,30,47","DOUBLE PLAY DRAWING"
"07/25/2020","13,34,37,40,44,46","REGULAR DRAWING"
"07/25/2020","8,13,15,19,36,43","DOUBLE PLAY DRAWING"
"07/22/2020","8,9,16,31,37,47","REGULAR DRAWING"
"07/22/2020","9,10,24,33,38,40","DOUBLE PLAY DRAWING"
"07/18/2020","4,5,9,18,29,30","REGULAR DRAWING"
"07/18/2020","4,16,18,30,40,41","DOUBLE PLAY DRAWING"
"07/15/2020","2,4,16,22,43,46","REGULAR DRAWING"
"07/15/2020","12,16,22,35,36,38","DOUBLE PLAY DRAWING"
"07/11/2020","6,13,18,25,39,40","REGULAR DRAWING"
"07/11/2020","3,25,26,27,28,46","DOUBLE PLAY DRAWING"
"07/08/2020","12,15,17,34,36,39","REGULAR DRAWING"
"07/08/2020","2,6,7,9,15,18","DOUBLE PLAY DRAWING"
"07/04/2020","4,12,23,33,42,43","REGULAR DRAWING"
"07/04/2020","1,5,8,27,44,47","DOUBLE PLAY DRAWING"
"07/01/2020","8,23,28,31,33,45","REGULAR DRAWING"
"07/01/2020","8,15,20,22,31,38","DOUBLE PLAY DRAWING"
"06/27/2020","15,16,20,22,43,47","REGULAR DRAWING"
"06/27/2020","20,22,25,35,43,47","DOUBLE PLAY DRAWING"
"06/24/2020","12,14,16,28,33,45","REGULAR DRAWING"
"06/24/2020","14,20,31,33,37,39","DOUBLE PLAY DRAWING"
"06/20/2020","8,12,13,21,24,39","REGULAR DRAWING"
"06/20/2020","10,11,25,34,37,42","DOUBLE PLAY DRAWING"
"06/17/2020","2,5,10,14,23,31","REGULAR DRAWING"
"06/17/2020","13,15,21,36,43,47","DOUBLE PLAY DRAWING"
"06/13/2020","2,5,16,21,28,45","REGULAR DRAWING"
"06/13/2020","12,13,24,25,30,32","DOUBLE PLAY DRAWING"
"06/10/2020","5,8,9,20,25,35","REGULAR DRAWING"
"06/10/2020","13,20,29,32,38,40","DOUBLE PLAY DRAWING"
"06/06/2020","21,29,31,33,34,43","REGULAR DRAWING"
"06/06/2020","2,10,29,33,41,47","DOUBLE PLAY DRAWING"
"06/03/2020","2,4,29,30,31,39","REGULAR DRAWING"
"06/03/2020","10,12,22,41,43,45","DOUBLE PLAY DRAWING"
"05/30/2020","2,15,23,30,41,45","REGULAR DRAWING"
"05/30/2020","6,24,27,35,41,45","DOUBLE PLAY DRAWING"
"05/27/2020","10,12,16,17,22,46","REGULAR DRAWING"
"05/27/2020","13,16,17,24,36,37","DOUBLE PLAY DRAWING"
"05/23/2020","4,11,18,26,32,46","REGULAR DRAWING"
"05/23/2020","4,10,32,37,42,46","DOUBLE PLAY DRAWING"
"05/20/2020","14,21,22,23,45,46","REGULAR DRAWING"
"05/20/2020","5,9,38,39,40,45","DOUBLE PLAY DRAWING"
"05/16/2020","20,21,25,38,45,46","REGULAR DRAWING"
"05/16/2020","12,29,32,33,39,42","DOUBLE PLAY DRAWING"
"05/13/2020","3,24,26,37,40,45","REGULAR DRAWING"
"05/13/2020","4,16,33,34,35,40","DOUBLE PLAY DRAWING"
"05/09/2020","7,14,15,16,36,43","REGULAR DRAWING"
"05/09/2020","5,8,23,25,30,38","DOUBLE PLAY DRAWING"
"05/06/2020","2,5,12,18,25,27","REGULAR DRAWING"
"05/06/2020","8,11,35,40,43,46","DOUBLE PLAY DRAWING"
"05/02/2020","3,7,19,28,30,39","REGULAR DRAWING"
"05/02/2020","1,6,14,35,36,42","DOUBLE PLAY DRAWING"
"04/29/2020","1,8,16,22,30,34","REGULAR DRAWING"
"04/29/2020","7,8,22,40,45,46","DOUBLE PLAY DRAWING"
"04/25/2020","3,10,26,33,44,45","REGULAR DRAWING"
"04/25/2020","8,11,16,33,39,43","DOUBLE PLAY DRAWING"
"04/22/2020","1,18,28,30,38,44","REGULAR DRAWING"
"04/22/2020","14,17,22,35,39,42","DOUBLE PLAY DRAWING"
"04/18/2020","23,28,31,37,44,46","REGULAR DRAWING"
"04/18/2020","2,9,10,25,33,42","DOUBLE PLAY DRAWING"
"04/15/2020","2,5,6,34,36,39","REGULAR DRAWING"
"04/15/2020","31,33,35,41,44,46","DOUBLE PLAY DRAWING"
"04/11/2020","2,10,12,33,42,43","REGULAR DRAWING"
"04/11/2020","21,25,26,29,40,43","DOUBLE PLAY DRAWING"
"04/08/2020","7,8,9,13,17,24","REGULAR DRAWING"
"04/08/2020","5,9,17,19,33,34","DOUBLE PLAY DRAWING"
"04/04/2020","1,11,14,23,34,46","REGULAR DRAWING"
"04/04/2020","17,23,25,34,36,42","DOUBLE PLAY DRAWING"
"04/01/2020","2,7,9,25,37,38","REGULAR DRAWING"
"04/01/2020","11,13,22,27,31,44","DOUBLE PLAY DRAWING"
"03/28/2020","5,14,28,34,39,45","REGULAR DRAWING"
"03/28/2020","1,11,24,25,39,41","DOUBLE PLAY DRAWING"
"03/25/2020","2,3,15,35,45,47","REGULAR DRAWING"
"03/25/2020","19,23,28,37,46,47","DOUBLE PLAY DRAWING"
"03/21/2020","15,18,30,36,41,47","REGULAR DRAWING"
"03/21/2020","12,19,23,34,35,45","DOUBLE PLAY DRAWING"
"03/18/2020","14,17,18,28,33,36","REGULAR DRAWING"
"03/18/2020","7,14,21,23,41,45","DOUBLE PLAY DRAWING"
"03/14/2020","19,20,21,28,29,39","REGULAR DRAWING"
"03/14/2020","13,22,30,40,42,44","DOUBLE PLAY DRAWING"
"03/11/2020","3,16,20,22,35,42","REGULAR DRAWING"
"03/11/2020","16,29,32,41,44,46","DOUBLE PLAY DRAWING"
"03/07/2020","10,18,20,28,29,31","REGULAR DRAWING"
"03/07/2020","10,13,31,32,36,46","DOUBLE PLAY DRAWING"
"03/04/2020","4,9,10,17,33,42","REGULAR DRAWING"
"03/04/2020","8,11,20,28,42,44","DOUBLE PLAY DRAWING"
"02/29/2020","1,19,20,28,38,39","REGULAR DRAWING"
"02/29/2020","1,17,27,29,35,42","DOUBLE PLAY DRAWING"
"02/26/2020","6,28,37,42,43,46","REGULAR DRAWING"
"02/26/2020","4,7,8,10,26,41","DOUBLE PLAY DRAWING"
"02/22/2020","5,16,22,36,42,43","REGULAR DRAWING"
"02/22/2020","5,14,29,32,35,45","DOUBLE PLAY DRAWING"
"02/19/2020","4,12,18,20,30,38","REGULAR DRAWING"
"02/19/2020","2,9,13,15,40,44","DOUBLE PLAY DRAWING"
"02/15/2020","13,29,34,36,39,41","REGULAR DRAWING"
"02/15/2020","3,9,16,28,31,37","DOUBLE PLAY DRAWING"
"02/12/2020","23,24,36,42,44,47","REGULAR DRAWING"
"02/12/2020","2,9,12,13,31,46","DOUBLE PLAY DRAWING"
"02/08/2020","6,7,12,16,18,46","REGULAR DRAWING"
"02/08/2020","7,14,16,17,33,34","DOUBLE PLAY DRAWING"
"02/05/2020","15,21,24,40,41,47","REGULAR DRAWING"
"02/05/2020","4,5,17,26,28,38","DOUBLE PLAY DRAWING"
"02/01/2020","2,5,13,30,31,38","REGULAR DRAWING"
"02/01/2020","17,21,26,32,42,45","DOUBLE PLAY DRAWING"
"01/29/2020","4,7,17,29,43,44","REGULAR DRAWING"
"01/29/2020","17,33,37,40,43,44","DOUBLE PLAY DRAWING"
"01/25/2020","3,4,11,18,36,47","REGULAR DRAWING"
"01/25/2020","1,7,10,11,22,45","DOUBLE PLAY DRAWING"
"01/22/2020","1,2,31,36,45,47","REGULAR DRAWING"
"01/22/2020","10,20,22,25,36,44","DOUBLE PLAY DRAWING"
"01/18/2020","19,23,33,34,37,38","REGULAR DRAWING"
"01/18/2020","2,6,13,32,38,43","DOUBLE PLAY DRAWING"
"01/15/2020","2,21,25,33,36,37","REGULAR DRAWING"
"01/15/2020","4,8,9,19,22,42","DOUBLE PLAY DRAWING"
"01/11/2020","8,19,22,36,40,41","REGULAR DRAWING"
"01/11/2020","22,24,28,35,41,44","DOUBLE PLAY DRAWING"
"01/08/2020","7,10,28,34,38,44","REGULAR DRAWING"
"01/08/2020","4,18,22,33,42,45","DOUBLE PLAY DRAWING"
"01/04/2020","3,11,12,26,37,39","REGULAR DRAWING"
"01/04/2020","1,3,18,29,41,43","DOUBLE PLAY DRAWING"
"01/01/2020","11,18,19,21,26,45","REGULAR DRAWING"
"01/01/2020","8,10,25,42,43,47","DOUBLE PLAY DRAWING"
"12/28/2019","10,28,30,38,42,46","REGULAR DRAWING"
"12/28/2019","5,15,23,34,38,46","DOUBLE PLAY DRAWING"
"12/25/2019","15,16,17,18,28,34","REGULAR DRAWING"
"12/25/2019","10,14,35,39,45,46","DOUBLE PLAY DRAWING"
"12/21/2019","2,5,18,19,22,43","REGULAR DRAWING"
"12/21/2019","5,12,13,20,38,43","DOUBLE PLAY DRAWING"
"12/18/2019","10,13,22,38,39,41","REGULAR DRAWING"
"12/18/2019","17,20,28,30,42,47","DOUBLE PLAY DRAWING"
"12/14/2019","7,11,16,21,28,46","REGULAR DRAWING"
"12/14/2019","4,9,12,34,42,47","DOUBLE PLAY DRAWING"
"12/11/2019","7,10,12,31,43,46","REGULAR DRAWING"
"12/11/2019","23,26,37,39,42,46","DOUBLE PLAY DRAWING"
"12/07/2019","2,4,8,9,17,28","REGULAR DRAWING"
"12/07/2019","5,6,14,24,33,43","DOUBLE PLAY DRAWING"
"12/04/2019","10,27,35,40,42,43","REGULAR DRAWING"
"12/04/2019","5,20,23,27,32,36","DOUBLE PLAY DRAWING"
"11/30/2019","4,5,20,22,25,28","REGULAR DRAWING"
"11/30/2019","4,8,10,38,40,42","DOUBLE PLAY DRAWING"
"11/27/2019","2,6,13,28,33,43","REGULAR DRAWING"
"11/27/2019","5,17,20,31,42,47","DOUBLE PLAY DRAWING"
"11/23/2019","4,28,29,33,41,42","REGULAR DRAWING"
"11/23/2019","3,13,30,33,35,43","DOUBLE PLAY DRAWING"
"11/20/2019","17,18,24,26,35,40","REGULAR DRAWING"
"11/20/2019","9,10,23,33,38,46","DOUBLE PLAY DRAWING"
"11/16/2019","1,11,14,33,37,40","REGULAR DRAWING"
"11/16/2019","6,10,21,23,32,33","DOUBLE PLAY DRAWING"
"11/13/2019","2,9,17,38,41,42","REGULAR DRAWING"
"11/13/2019","5,17,30,33,36,37","DOUBLE PLAY DRAWING"
"11/09/2019","6,9,10,14,32,41","REGULAR DRAWING"
"11/09/2019","1,2,5,13,24,33","DOUBLE PLAY DRAWING"
"11/06/2019","8,9,20,23,38,41","REGULAR DRAWING"
"11/06/2019","4,8,13,18,23,24","DOUBLE PLAY DRAWING"
"11/02/2019","8,10,15,37,43,46","REGULAR DRAWING"
"11/02/2019","9,14,23,31,39,40","DOUBLE PLAY DRAWING"
"10/30/2019","2,13,18,20,27,31","REGULAR DRAWING"
"10/30/2019","4,10,18,31,40,43","DOUBLE PLAY DRAWING"
"10/26/2019","5,22,28,39,43,47","REGULAR DRAWING"
"10/26/2019","1,14,17,19,33,41","DOUBLE PLAY DRAWING"
"10/23/2019","3,11,16,23,26,41","REGULAR DRAWING"
"10/23/2019","10,11,17,22,27,37","DOUBLE PLAY DRAWING"
"10/19/2019","4,12,21,24,39,45","REGULAR DRAWING"
"10/19/2019","3,4,6,27,33,43","DOUBLE PLAY DRAWING"
"10/16/2019","10,17,27,28,37,47","REGULAR DRAWING"
"10/16/2019","8,14,24,26,29,39","DOUBLE PLAY DRAWING"
"10/12/2019","6,10,11,26,34,44","REGULAR DRAWING"
"10/12/2019","2,17,22,33,36,41","DOUBLE PLAY DRAWING"
"10/09/2019","16,23,32,37,38,43","REGULAR DRAWING"
"10/09/2019","11,16,32,35,39,44","DOUBLE PLAY DRAWING"
"10/05/2019","15,24,26,27,35,44","REGULAR DRAWING"
"10/05/2019","8,16,21,33,35,38","DOUBLE PLAY DRAWING"
"10/02/2019","3,4,16,26,30,39","REGULAR DRAWING"
"10/02/2019","11,12,19,20,36,40","DOUBLE PLAY DRAWING"
"09/28/2019","4,10,22,25,41,43","REGULAR DRAWING"
"09/28/2019","6,20,23,27,32,35","DOUBLE PLAY DRAWING"
"09/25/2019","2,16,19,24,38,43","REGULAR DRAWING"
"09/25/2019","2,8,12,21,35,40","DOUBLE PLAY DRAWING"
"09/21/2019","1,5,6,8,10,47","REGULAR DRAWING"
"09/21/2019","2,5,11,12,27,32","DOUBLE PLAY DRAWING"
"09/18/2019","2,17,18,24,43,44","REGULAR DRAWING"
"09/18/2019","2,24,25,32,33,39","DOUBLE PLAY DRAWING"
"09/14/2019","8,12,30,38,39,43","REGULAR DRAWING"
"09/14/2019","6,8,9,10,32,38","DOUBLE PLAY DRAWING"
"09/11/2019","5,6,9,10,36,44","REGULAR DRAWING"
"09/11/2019","4,12,15,23,31,46","DOUBLE PLAY DRAWING"
"09/07/2019","6,15,27,34,36,45","REGULAR DRAWING"
"09/07/2019","1,9,14,19,37,42","DOUBLE PLAY DRAWING"
"09/04/2019","1,6,9,25,38,44","REGULAR DRAWING"
"09/04/2019","1,12,20,28,34,40","DOUBLE PLAY DRAWING"
"08/31/2019","3,7,29,31,43,47","REGULAR DRAWING"
"08/31/2019","7,13,24,34,39,47","DOUBLE PLAY DRAWING"
"08/28/2019","14,17,24,26,29,43","REGULAR DRAWING"
"08/28/2019","5,6,9,17,21,32","DOUBLE PLAY DRAWING"
"08/24/2019","5,15,21,28,38,43","REGULAR DRAWING"
"08/24/2019","3,11,18,23,37,42","DOUBLE PLAY DRAWING"
"08/21/2019","4,7,14,31,45,46","REGULAR DRAWING"
"08/21/2019","10,17,25,34,37,40","DOUBLE PLAY DRAWING"
"08/17/2019","13,15,16,20,21,47","REGULAR DRAWING"
"08/17/2019","5,10,14,17,19,39","DOUBLE PLAY DRAWING"
"08/14/2019","1,7,14,24,37,45","REGULAR DRAWING"
"08/14/2019","3,9,14,24,34,36","DOUBLE PLAY DRAWING"
"08/10/2019","8,20,35,36,40,41","REGULAR DRAWING"
"08/10/2019","6,7,12,15,42,44","DOUBLE PLAY DRAWING"
"08/07/2019","5,16,23,39,44,45","REGULAR DRAWING"
"08/07/2019","2,9,17,22,36,44","DOUBLE PLAY DRAWING"
"08/03/2019","2,14,21,29,40,43","REGULAR DRAWING"
"08/03/2019","17,23,26,28,33,39","DOUBLE PLAY DRAWING"
"07/31/2019","1,18,21,22,24,32","REGULAR DRAWING"
"07/31/2019","1,3,6,9,19,30","DOUBLE PLAY DRAWING"
"07/27/2019","3,11,27,34,36,42","REGULAR DRAWING"
"07/27/2019","21,23,30,31,42,47","DOUBLE PLAY DRAWING"
"07/24/2019","6,17,24,31,35,43","REGULAR DRAWING"
"07/24/2019","6,13,30,31,40,44","DOUBLE PLAY DRAWING"
"07/20/2019","2,19,21,33,35,45","REGULAR DRAWING"
"07/20/2019","5,18,19,32,34,44","DOUBLE PLAY DRAWING"
"07/17/2019","4,5,8,19,21,38","REGULAR DRAWING"
"07/17/2019","10,28,29,31,32,42","DOUBLE PLAY DRAWING"
"07/13/2019","4,6,19,37,39,40","REGULAR DRAWING"
"07/13/2019","3,7,14,20,36,38","DOUBLE PLAY DRAWING"
"07/10/2019","11,18,24,39,40,45","REGULAR DRAWING"
"07/10/2019","4,7,8,15,28,43","DOUBLE PLAY DRAWING"
"07/06/2019","13,22,28,35,36,44","REGULAR DRAWING"
"07/06/2019","10,11,27,29,33,45","DOUBLE PLAY DRAWING"
"07/03/2019","5,13,14,18,19,40","REGULAR DRAWING"
"07/03/2019","6,13,24,27,44,45","DOUBLE PLAY DRAWING"
"06/29/2019","5,20,26,33,34,43","REGULAR DRAWING"
"06/29/2019","1,23,24,29,41,45","DOUBLE PLAY DRAWING"
"06/26/2019","2,5,18,21,27,41","REGULAR DRAWING"
"06/26/2019","12,27,30,32,41,47","DOUBLE PLAY DRAWING"
"06/22/2019","2,22,23,24,36,42","REGULAR DRAWING"
"06/22/2019","8,10,13,17,18,29","DOUBLE PLAY DRAWING"
"06/19/2019","3,18,27,38,44,47","REGULAR DRAWING"
"06/19/2019","5,9,15,18,42,43","DOUBLE PLAY DRAWING"
"06/15/2019","1,5,9,16,19,40","REGULAR DRAWING"
"06/15/2019","4,8,21,38,41,43","DOUBLE PLAY DRAWING"
"06/12/2019","10,16,17,28,31,45","REGULAR DRAWING"
"06/12/2019","1,14,27,30,37,38","DOUBLE PLAY DRAWING"
"06/08/2019","16,21,28,40,41,43","REGULAR DRAWING"
"06/08/2019","2,17,20,28,37,38","DOUBLE PLAY DRAWING"
"06/05/2019","5,16,20,34,39,45","REGULAR DRAWING"
"06/05/2019","16,28,29,33,35,38","DOUBLE PLAY DRAWING"
"06/01/2019","2,4,5,17,25,37","REGULAR DRAWING"
"06/01/2019","3,4,18,24,34,47","DOUBLE PLAY DRAWING"
"05/29/2019","5,6,11,26,40,41","REGULAR DRAWING"
"05/29/2019","5,9,15,35,40,46","DOUBLE PLAY DRAWING"
"05/25/2019","15,18,32,42,45,47","REGULAR DRAWING"
"05/25/2019","2,22,28,30,37,44","DOUBLE PLAY DRAWING"
"05/22/2019","2,3,20,22,25,31","REGULAR DRAWING"
"05/22/2019","3,5,9,17,38,39","DOUBLE PLAY DRAWING"
"05/18/2019","6,10,24,25,45,47","REGULAR DRAWING"
"05/18/2019","6,18,23,24,37,44","DOUBLE PLAY DRAWING"
"05/15/2019","2,3,10,13,14,41","REGULAR DRAWING"
"05/15/2019","10,11,12,17,27,32","DOUBLE PLAY DRAWING"
"05/11/2019","9,20,21,37,42,46","REGULAR DRAWING"
"05/11/2019","4,5,16,24,25,28","DOUBLE PLAY DRAWING"
"05/08/2019","14,15,31,38,40,45","REGULAR DRAWING"
"05/08/2019","10,11,18,19,20,36","DOUBLE PLAY DRAWING"
"05/04/2019","4,15,27,28,31,45","REGULAR DRAWING"
"05/04/2019","10,12,26,33,37,43","DOUBLE PLAY DRAWING"
"05/01/2019","3,6,18,23,29,34","REGULAR DRAWING"
"05/01/2019","19,21,32,36,40,47","DOUBLE PLAY DRAWING"
"04/27/2019","21,27,28,35,39,46","REGULAR DRAWING"
"04/27/2019","4,13,16,18,30,45","DOUBLE PLAY DRAWING"
"04/24/2019","13,18,33,36,43,44","REGULAR DRAWING"
"04/24/2019","8,10,11,19,30,44","DOUBLE PLAY DRAWING"
"04/20/2019","5,18,28,31,38,42","REGULAR DRAWING"
"04/20/2019","1,2,6,31,37,42","DOUBLE PLAY DRAWING"
"04/17/2019","15,19,32,33,34,35","REGULAR DRAWING"
"04/17/2019","2,4,18,36,45,47","DOUBLE PLAY DRAWING"
"04/13/2019","12,30,33,38,41,43","REGULAR DRAWING"
"04/13/2019","4,11,17,37,40,45","DOUBLE PLAY DRAWING"
"04/10/2019","1,8,14,18,39,40","REGULAR DRAWING"
"04/10/2019","2,9,14,21,26,34","DOUBLE PLAY DRAWING"
"04/06/2019","6,23,25,26,39,43","REGULAR DRAWING"
"04/06/2019","5,7,33,35,41,45","DOUBLE PLAY DRAWING"
"04/03/2019","4,16,17,30,39,42","REGULAR DRAWING"
"04/03/2019","5,11,23,26,39,46","DOUBLE PLAY DRAWING"
"03/30/2019","12,14,23,26,30,34","REGULAR DRAWING"
"03/30/2019","1,7,12,23,37,46","DOUBLE PLAY DRAWING"
"03/27/2019","10,12,15,25,26,35","REGULAR DRAWING"
"03/27/2019","7,20,24,25,37,40","DOUBLE PLAY DRAWING"
"03/23/2019","1,2,6,19,22,28","REGULAR DRAWING"
"03/23/2019","3,12,22,25,40,43","DOUBLE PLAY DRAWING"
"03/20/2019","7,8,13,17,28,44","REGULAR DRAWING"
"03/20/2019","7,11,16,32,37,42","DOUBLE PLAY DRAWING"
"03/16/2019","2,5,8,16,19,37","REGULAR DRAWING"
"03/16/2019","19,23,27,29,38,40","DOUBLE PLAY DRAWING"
"03/13/2019","15,18,30,39,42,45","REGULAR DRAWING"
"03/13/2019","9,12,13,23,41,45","DOUBLE PLAY DRAWING"
"03/09/2019","2,4,6,38,40,43","REGULAR DRAWING"
"03/09/2019","4,5,12,18,19,31","DOUBLE PLAY DRAWING"
"03/06/2019","4,10,12,28,36,45","REGULAR DRAWING"
"03/06/2019","6,18,25,29,31,41","DOUBLE PLAY DRAWING"
"03/02/2019","2,3,13,15,31,46","REGULAR DRAWING"
"03/02/2019","7,18,21,25,32,45","DOUBLE PLAY DRAWING"
"02/27/2019","3,13,21,23,29,44","REGULAR DRAWING"
"02/27/2019","7,10,17,34,35,41","DOUBLE PLAY DRAWING"
"02/23/2019","1,9,23,31,35,43","REGULAR DRAWING"
"02/23/2019","1,7,12,13,23,40","DOUBLE PLAY DRAWING"
"02/20/2019","1,8,13,23,27,35","REGULAR DRAWING"
"02/20/2019","1,2,8,22,38,43","DOUBLE PLAY DRAWING"
"02/16/2019","2,9,16,26,28,42","REGULAR DRAWING"
"02/16/2019","8,20,22,27,31,42","DOUBLE PLAY DRAWING"
"02/13/2019","4,11,37,38,39,46","REGULAR DRAWING"
"02/13/2019","14,27,35,36,45,46","DOUBLE PLAY DRAWING"
"02/09/2019","9,24,25,26,32,47","REGULAR DRAWING"
