https://www.michiganlottery.com/resources/number-tools?SELECTED_TOOL=PAST_RESULTS&SELECTED_GAME=6
"Draw Date","Winning Numbers","Drawing Type"
"12/31/2014","4,28,31,37,39,40","REGULAR DRAWING"
"12/27/2014","11,14,20,27,42,47","REGULAR DRAWING"
"12/24/2014","1,12,22,32,36,41","REGULAR DRAWING"
"12/20/2014","19,24,28,32,33,36","REGULAR DRAWING"
"12/17/2014","1,2,11,15,38,44","REGULAR DRAWING"
"12/13/2014","1,9,19,35,36,46","REGULAR DRAWING"
"12/10/2014","3,4,27,32,38,46","REGULAR DRAWING"
"12/06/2014","3,24,35,36,42,46","REGULAR DRAWING"
"12/03/2014","11,24,28,29,30,31","REGULAR DRAWING"
"11/29/2014","8,12,21,25,31,43","REGULAR DRAWING"
"11/26/2014","2,19,21,35,38,45","REGULAR DRAWING"
"11/22/2014","2,6,13,15,16,34","REGULAR DRAWING"
"11/19/2014","3,8,14,21,28,45","REGULAR DRAWING"
"11/15/2014","2,20,25,28,37,45","REGULAR DRAWING"
"11/12/2014","1,5,20,31,38,47","REGULAR DRAWING"
"11/08/2014","5,9,16,24,37,40","REGULAR DRAWING"
"11/05/2014","1,8,27,39,44,46","REGULAR DRAWING"
"11/01/2014","2,4,24,28,45,47","REGULAR DRAWING"
"10/29/2014","6,10,14,24,36,42","REGULAR DRAWING"
"10/25/2014","19,30,32,34,42,47","REGULAR DRAWING"
"10/22/2014","5,15,18,23,28,38","REGULAR DRAWING"
"10/18/2014","8,10,31,39,44,45","REGULAR DRAWING"
"10/15/2014","1,16,17,20,24,39","REGULAR DRAWING"
"10/11/2014","1,14,16,29,40,42","REGULAR DRAWING"
"10/08/2014","1,2,8,30,38,46","REGULAR DRAWING"
"10/04/2014","10,14,27,31,39,42","REGULAR DRAWING"
"10/01/2014","3,10,14,22,26,28","REGULAR DRAWING"
"09/27/2014","4,17,32,34,41,47","REGULAR DRAWING"
"09/24/2014","12,16,20,32,39,44","REGULAR DRAWING"
"09/20/2014","2,9,11,23,36,45","REGULAR DRAWING"
"09/17/2014","9,23,36,41,44,47","REGULAR DRAWING"
"09/13/2014","1,9,12,25,33,40","REGULAR DRAWING"
"09/10/2014","11,12,15,24,36,46","REGULAR DRAWING"
"09/06/2014","4,13,20,38,42,43","REGULAR DRAWING"
"09/03/2014","4,8,18,22,32,43","REGULAR DRAWING"
"08/30/2014","9,12,16,22,34,36","REGULAR DRAWING"
"08/27/2014","1,2,16,19,30,37","REGULAR DRAWING"
"08/23/2014","8,18,19,31,33,38","REGULAR DRAWING"
"08/20/2014","7,9,11,21,28,43","REGULAR DRAWING"
"08/16/2014","6,27,33,36,43,44","REGULAR DRAWING"
"08/13/2014","1,24,27,28,37,46","REGULAR DRAWING"
"08/09/2014","17,19,26,28,41,43","REGULAR DRAWING"
"08/06/2014","2,3,10,35,41,42","REGULAR DRAWING"
"08/02/2014","9,10,21,22,23,24","REGULAR DRAWING"
"07/30/2014","16,20,27,28,29,34","REGULAR DRAWING"
"07/26/2014","16,17,18,26,42,47","REGULAR DRAWING"
"07/23/2014","13,14,31,32,33,36","REGULAR DRAWING"
"07/19/2014","8,15,26,28,36,41","REGULAR DRAWING"
"07/16/2014","12,21,26,30,32,38","REGULAR DRAWING"
"07/12/2014","10,14,27,28,29,34","REGULAR DRAWING"
"07/09/2014","16,32,33,35,42,47","REGULAR DRAWING"
"07/05/2014","7,11,21,24,27,45","REGULAR DRAWING"
"07/02/2014","13,32,35,37,41,44","REGULAR DRAWING"
"06/28/2014","5,6,19,29,30,40","REGULAR DRAWING"
"06/25/2014","10,12,24,39,45,46","REGULAR DRAWING"
"06/21/2014","15,22,42,44,45,46","REGULAR DRAWING"
"06/18/2014","22,32,35,36,37,39","REGULAR DRAWING"
"06/14/2014","1,13,15,34,36,40","REGULAR DRAWING"
"06/11/2014","13,15,20,30,43,46","REGULAR DRAWING"
"06/07/2014","8,23,25,30,37,43","REGULAR DRAWING"
"06/04/2014","12,19,39,43,44,45","REGULAR DRAWING"
"05/31/2014","12,18,19,28,38,39","REGULAR DRAWING"
"05/28/2014","5,9,19,20,35,37","REGULAR DRAWING"
"05/24/2014","7,17,19,32,44,46","REGULAR DRAWING"
"05/21/2014","14,18,23,28,37,40","REGULAR DRAWING"
"05/17/2014","3,5,22,34,42,47","REGULAR DRAWING"
"05/14/2014","5,15,18,32,44,47","REGULAR DRAWING"
"05/10/2014","4,15,22,33,38,40","REGULAR DRAWING"
"05/07/2014","1,5,7,33,45,46","REGULAR DRAWING"
"05/03/2014","3,11,22,37,38,44","REGULAR DRAWING"
"04/30/2014","8,17,24,26,31,41","REGULAR DRAWING"
"04/26/2014","1,3,15,16,25,35","REGULAR DRAWING"
"04/23/2014","4,16,23,29,34,39","REGULAR DRAWING"
"04/19/2014","9,14,17,25,32,43","REGULAR DRAWING"
"04/16/2014","5,6,10,16,25,29","REGULAR DRAWING"
"04/12/2014","14,15,27,31,43,45","REGULAR DRAWING"
"04/09/2014","1,8,16,18,24,38","REGULAR DRAWING"
"04/05/2014","9,19,26,29,41,42","REGULAR DRAWING"
"04/02/2014","18,19,22,36,43,45","REGULAR DRAWING"
"03/29/2014","6,7,12,24,32,47","REGULAR DRAWING"
"03/26/2014","8,10,22,28,31,32","REGULAR DRAWING"
"03/22/2014","1,3,10,15,24,32","REGULAR DRAWING"
"03/19/2014","4,5,24,28,38,40","REGULAR DRAWING"
"03/15/2014","22,30,33,41,46,47","REGULAR DRAWING"
"03/12/2014","2,5,22,23,32,37","REGULAR DRAWING"
"03/08/2014","5,8,16,17,25,44","REGULAR DRAWING"
"03/05/2014","4,20,27,28,38,47","REGULAR DRAWING"
"03/01/2014","2,8,25,30,31,47","REGULAR DRAWING"
"02/26/2014","2,11,34,40,42,43","REGULAR DRAWING"
"02/22/2014","12,16,19,25,30,46","REGULAR DRAWING"
"02/19/2014","8,14,21,35,36,43","REGULAR DRAWING"
"02/15/2014","3,22,28,29,32,45","REGULAR DRAWING"
"02/12/2014","1,4,10,14,40,45","REGULAR DRAWING"
"02/08/2014","3,9,12,26,33,45","REGULAR DRAWING"
"02/05/2014","1,6,26,37,38,46","REGULAR DRAWING"
"02/01/2014","6,23,30,35,38,42","REGULAR DRAWING"
"01/29/2014","5,7,11,17,19,33","REGULAR DRAWING"
"01/25/2014","3,12,17,23,25,35","REGULAR DRAWING"
"01/22/2014","2,8,14,18,39,47","REGULAR DRAWING"
"01/18/2014","3,4,7,18,19,26","REGULAR DRAWING"
"01/15/2014","1,16,29,30,31,37","REGULAR DRAWING"
"01/11/2014","1,16,22,23,25,44","REGULAR DRAWING"
"01/08/2014","19,22,23,34,43,45","REGULAR DRAWING"
"01/04/2014","12,13,15,29,30,36","REGULAR DRAWING"
"01/01/2014","1,8,12,19,29,43","REGULAR DRAWING"
"12/28/2013","4,23,28,29,33,38","REGULAR DRAWING"
"12/25/2013","1,14,19,26,30,35","REGULAR DRAWING"
"12/21/2013","2,10,22,28,33,40","REGULAR DRAWING"
"12/18/2013","2,11,22,26,37,39","REGULAR DRAWING"
"12/14/2013","1,11,14,18,25,47","REGULAR DRAWING"
"12/11/2013","3,14,18,22,40,41","REGULAR DRAWING"
"12/07/2013","13,14,21,32,42,46","REGULAR DRAWING"
"12/04/2013","18,19,25,38,43,45","REGULAR DRAWING"
"11/30/2013","6,9,17,21,29,47","REGULAR DRAWING"
"11/27/2013","13,17,19,34,38,47","REGULAR DRAWING"
"11/23/2013","5,15,16,25,32,43","REGULAR DRAWING"
"11/20/2013","3,10,14,29,30,45","REGULAR DRAWING"
"11/16/2013","6,9,15,20,31,38","REGULAR DRAWING"
"11/13/2013","4,12,19,27,30,39","REGULAR DRAWING"
"11/09/2013","3,17,26,27,28,29","REGULAR DRAWING"
"11/06/2013","7,11,23,25,42,46","REGULAR DRAWING"
"11/02/2013","8,23,28,39,46,47","REGULAR DRAWING"
"10/30/2013","20,21,40,44,46,47","REGULAR DRAWING"
"10/26/2013","2,15,19,20,30,37","REGULAR DRAWING"
"10/23/2013","6,24,31,34,36,40","REGULAR DRAWING"
"10/19/2013","13,21,22,28,37,47","REGULAR DRAWING"
"10/16/2013","4,6,11,13,26,36","REGULAR DRAWING"
"10/12/2013","1,7,8,29,30,41","REGULAR DRAWING"
"10/09/2013","2,6,10,15,19,25","REGULAR DRAWING"
"10/05/2013","2,14,25,27,35,47","REGULAR DRAWING"
"10/02/2013","1,4,11,13,20,26","REGULAR DRAWING"
"09/28/2013","2,3,12,21,42,44","REGULAR DRAWING"
"09/25/2013","3,4,9,10,19,27","REGULAR DRAWING"
"09/21/2013","7,8,15,22,36,41","REGULAR DRAWING"
"09/18/2013","5,11,18,27,38,47","REGULAR DRAWING"
"09/14/2013","10,12,13,17,21,25","REGULAR DRAWING"
"09/11/2013","6,23,27,30,35,38","REGULAR DRAWING"
"09/07/2013","1,2,19,23,39,47","REGULAR DRAWING"
"09/04/2013","2,10,13,19,34,47","REGULAR DRAWING"
"08/31/2013","12,30,36,38,45,47","REGULAR DRAWING"
"08/28/2013","2,4,8,10,38,41","REGULAR DRAWING"
"08/24/2013","4,14,19,24,36,41","REGULAR DRAWING"
"08/21/2013","7,8,23,28,33,44","REGULAR DRAWING"
"08/17/2013","6,7,9,13,20,23","REGULAR DRAWING"
"08/14/2013","1,7,20,25,35,39","REGULAR DRAWING"
"08/10/2013","18,20,32,39,40,43","REGULAR DRAWING"
"08/07/2013","1,16,17,22,45,47","REGULAR DRAWING"
"08/03/2013","11,12,20,21,26,40","REGULAR DRAWING"
"07/31/2013","7,12,18,22,34,44","REGULAR DRAWING"
"07/27/2013","2,5,16,21,24,42","REGULAR DRAWING"
"07/24/2013","9,17,18,31,32,40","REGULAR DRAWING"
"07/20/2013","7,11,21,32,45,47","REGULAR DRAWING"
"07/17/2013","15,18,21,25,34,39","REGULAR DRAWING"
"07/13/2013","10,18,21,25,36,42","REGULAR DRAWING"
"07/10/2013","6,14,15,19,32,37","REGULAR DRAWING"
"07/06/2013","6,13,17,18,19,30","REGULAR DRAWING"
"07/03/2013","6,7,31,33,35,39","REGULAR DRAWING"
"06/29/2013","5,8,11,13,17,37","REGULAR DRAWING"
"06/26/2013","13,15,20,32,36,39","REGULAR DRAWING"
"06/22/2013","1,14,22,28,34,38","REGULAR DRAWING"
"06/19/2013","13,18,22,32,39,46","REGULAR DRAWING"
"06/15/2013","6,14,26,34,36,41","REGULAR DRAWING"
"06/12/2013","11,14,19,21,22,44","REGULAR DRAWING"
"06/08/2013","3,10,17,25,28,35","REGULAR DRAWING"
"06/05/2013","1,6,15,17,25,47","REGULAR DRAWING"
"06/01/2013","2,8,10,14,27,34","REGULAR DRAWING"
"05/29/2013","15,16,33,34,40,43","REGULAR DRAWING"
"05/25/2013","6,20,21,29,34,46","REGULAR DRAWING"
"05/22/2013","4,6,20,40,41,47","REGULAR DRAWING"
"05/18/2013","8,9,13,24,31,36","REGULAR DRAWING"
"05/15/2013","3,8,17,22,27,29","REGULAR DRAWING"
"05/11/2013","1,9,13,29,30,32","REGULAR DRAWING"
"05/08/2013","10,14,15,23,38,40","REGULAR DRAWING"
"05/04/2013","2,19,26,31,37,43","REGULAR DRAWING"
"05/01/2013","24,31,33,37,41,45","REGULAR DRAWING"
"04/27/2013","10,17,19,23,36,37","REGULAR DRAWING"
"04/24/2013","5,18,34,35,37,43","REGULAR DRAWING"
"04/20/2013","5,18,26,30,34,46","REGULAR DRAWING"
"04/17/2013","7,18,33,39,41,47","REGULAR DRAWING"
"04/13/2013","21,23,26,39,43,44","REGULAR DRAWING"
"04/10/2013","5,8,12,20,40,45","REGULAR DRAWING"
"04/06/2013","3,28,29,38,39,41","REGULAR DRAWING"
"04/03/2013","10,15,19,32,44,47","REGULAR DRAWING"
"03/30/2013","5,6,31,33,42,46","REGULAR DRAWING"
"03/27/2013","3,9,20,29,31,45","REGULAR DRAWING"
"03/23/2013","7,8,11,13,45,47","REGULAR DRAWING"
"03/20/2013","4,20,28,30,35,43","REGULAR DRAWING"
"03/16/2013","1,14,20,39,45,46","REGULAR DRAWING"
"03/13/2013","6,7,20,25,40,44","REGULAR DRAWING"
"03/09/2013","11,18,23,24,27,34","REGULAR DRAWING"
"03/06/2013","7,8,27,37,40,44","REGULAR DRAWING"
"03/02/2013","4,8,13,14,42,43","REGULAR DRAWING"
"02/27/2013","6,13,19,25,28,43","REGULAR DRAWING"
"02/23/2013","9,21,33,34,36,47","REGULAR DRAWING"
"02/20/2013","14,24,34,35,36,40","REGULAR DRAWING"
"02/16/2013","9,17,18,32,41,46","REGULAR DRAWING"
"02/13/2013","5,12,18,30,32,38","REGULAR DRAWING"
"02/09/2013","4,7,10,24,33,46","REGULAR DRAWING"
"02/06/2013","8,18,22,23,28,34","REGULAR DRAWING"
"02/02/2013","2,12,17,18,39,43","REGULAR DRAWING"
"01/30/2013","8,15,16,33,42,47","REGULAR DRAWING"
"01/26/2013","1,23,24,25,33,40","REGULAR DRAWING"
"01/23/2013","12,16,21,23,28,39","REGULAR DRAWING"
"01/19/2013","4,5,39,43,44,47","REGULAR DRAWING"
"01/16/2013","4,16,22,29,36,42","REGULAR DRAWING"
"01/12/2013","4,12,24,33,34,43","REGULAR DRAWING"
"01/09/2013","1,15,18,19,21,42","REGULAR DRAWING"
"01/05/2013","11,14,21,26,30,44","REGULAR DRAWING"
"01/02/2013","5,18,26,28,33,44","REGULAR DRAWING"
"12/29/2012","7,10,32,36,37,39","REGULAR DRAWING"
"12/26/2012","17,26,33,34,36,42","REGULAR DRAWING"
"12/22/2012","5,15,19,25,38,43","REGULAR DRAWING"
"12/19/2012","15,18,22,24,30,42","REGULAR DRAWING"
"12/15/2012","9,16,18,19,28,38","REGULAR DRAWING"
"12/12/2012","4,15,37,39,41,43","REGULAR DRAWING"
"12/08/2012","8,9,17,36,38,41","REGULAR DRAWING"
"12/05/2012","1,21,26,31,38,43","REGULAR DRAWING"
"12/01/2012","12,13,19,31,37,44","REGULAR DRAWING"
"11/28/2012","21,24,33,38,41,47","REGULAR DRAWING"
"11/24/2012","5,13,22,40,44,45","REGULAR DRAWING"
"11/21/2012","9,25,29,34,40,43","REGULAR DRAWING"
"11/17/2012","4,13,15,18,29,43","REGULAR DRAWING"
"11/14/2012","3,5,13,17,28,35","REGULAR DRAWING"
"11/10/2012","1,10,17,21,35,40","REGULAR DRAWING"
"11/07/2012","1,7,8,9,21,41","REGULAR DRAWING"
"11/03/2012","5,16,21,24,40,45","REGULAR DRAWING"
"10/31/2012","5,9,21,25,41,47","REGULAR DRAWING"
"10/27/2012","11,22,23,25,31,44","REGULAR DRAWING"
"10/24/2012","10,13,17,27,41,46","REGULAR DRAWING"
"10/20/2012","1,9,11,13,18,42","REGULAR DRAWING"
"10/17/2012","1,8,29,31,40,42","REGULAR DRAWING"
"10/13/2012","1,6,9,25,37,44","REGULAR DRAWING"
"10/10/2012","2,16,31,37,40,43","REGULAR DRAWING"
"10/06/2012","9,27,29,32,35,46","REGULAR DRAWING"
"10/03/2012","5,7,9,35,42,47","REGULAR DRAWING"
"09/29/2012","4,10,20,22,41,46","REGULAR DRAWING"
"09/26/2012","2,6,21,23,25,36","REGULAR DRAWING"
"09/22/2012","2,16,32,34,41,43","REGULAR DRAWING"
"09/19/2012","3,20,24,34,36,39","REGULAR DRAWING"
"09/15/2012","2,8,11,33,35,46","REGULAR DRAWING"
"09/12/2012","3,12,14,17,21,41","REGULAR DRAWING"
"09/08/2012","9,12,14,28,39,41","REGULAR DRAWING"
"09/05/2012","3,21,31,34,37,39","REGULAR DRAWING"
"09/01/2012","12,20,27,30,32,46","REGULAR DRAWING"
"08/29/2012","4,12,16,25,31,41","REGULAR DRAWING"
"08/25/2012","1,2,5,28,32,44","REGULAR DRAWING"
"08/22/2012","2,12,15,22,27,28","REGULAR DRAWING"
"08/18/2012","7,11,16,23,29,37","REGULAR DRAWING"
"08/15/2012","10,12,28,32,36,38","REGULAR DRAWING"
"08/11/2012","2,8,12,19,24,27","REGULAR DRAWING"
"08/08/2012","8,9,13,17,27,46","REGULAR DRAWING"
"08/04/2012","2,3,7,12,39,47","REGULAR DRAWING"
"08/01/2012","1,4,21,23,25,40","REGULAR DRAWING"
"07/28/2012","1,13,15,25,30,39","REGULAR DRAWING"
"07/25/2012","4,12,19,26,39,43","REGULAR DRAWING"
"07/21/2012","9,19,21,27,37,44","REGULAR DRAWING"
"07/18/2012","1,11,23,28,40,47","REGULAR DRAWING"
"07/14/2012","6,7,8,35,36,43","REGULAR DRAWING"
"07/11/2012","3,16,21,38,44,46","REGULAR DRAWING"
"07/07/2012","19,20,38,39,43,47","REGULAR DRAWING"
"07/04/2012","20,23,26,34,41,42","REGULAR DRAWING"
"06/30/2012","10,11,13,19,27,40","REGULAR DRAWING"
"06/27/2012","10,18,23,34,35,36","REGULAR DRAWING"
"06/23/2012","12,15,18,24,28,31","REGULAR DRAWING"
"06/20/2012","5,13,16,18,20,40","REGULAR DRAWING"
"06/16/2012","15,22,30,34,38,45","REGULAR DRAWING"
"06/13/2012","9,27,29,32,37,43","REGULAR DRAWING"
"06/09/2012","8,13,17,23,37,47","REGULAR DRAWING"
"06/06/2012","8,15,28,31,34,42","REGULAR DRAWING"
"06/02/2012","15,16,28,33,42,44","REGULAR DRAWING"
"05/30/2012","21,25,29,35,42,47","REGULAR DRAWING"
"05/26/2012","2,3,11,16,19,30","REGULAR DRAWING"
"05/23/2012","2,4,19,21,25,46","REGULAR DRAWING"
"05/19/2012","4,13,25,31,35,40","REGULAR DRAWING"
"05/16/2012","7,10,12,14,29,32","REGULAR DRAWING"
"05/12/2012","16,35,37,40,41,42","REGULAR DRAWING"
"05/09/2012","6,7,21,26,33,47","REGULAR DRAWING"
"05/05/2012","1,10,18,20,25,37","REGULAR DRAWING"
"05/02/2012","2,4,39,41,42,47","REGULAR DRAWING"
"04/28/2012","3,4,22,31,35,45","REGULAR DRAWING"
"04/25/2012","4,7,22,34,43,47","REGULAR DRAWING"
"04/21/2012","2,11,30,33,36,38","REGULAR DRAWING"
"04/18/2012","2,11,19,33,39,46","REGULAR DRAWING"
"04/14/2012","2,7,8,9,45,46","REGULAR DRAWING"
"04/11/2012","8,10,13,34,39,47","REGULAR DRAWING"
"04/07/2012","7,8,17,33,37,38","REGULAR DRAWING"
"04/04/2012","7,12,13,14,44,46","REGULAR DRAWING"
"03/31/2012","1,13,17,21,29,45","REGULAR DRAWING"
"03/28/2012","1,4,27,33,41,45","REGULAR DRAWING"
"03/24/2012","3,20,21,28,29,44","REGULAR DRAWING"
"03/21/2012","2,15,23,25,28,29","REGULAR DRAWING"
"03/17/2012","3,10,18,25,29,46","REGULAR DRAWING"
"03/14/2012","3,9,18,39,40,41","REGULAR DRAWING"
"03/10/2012","10,15,35,36,44,45","REGULAR DRAWING"
"03/07/2012","5,9,15,24,29,33","REGULAR DRAWING"
"03/03/2012","3,20,29,33,35,41","REGULAR DRAWING"
"02/29/2012","4,7,8,22,26,37","REGULAR DRAWING"
"02/25/2012","7,8,14,22,36,44","REGULAR DRAWING"
"02/22/2012","2,13,24,27,28,33","REGULAR DRAWING"
"02/18/2012","3,15,20,26,32,38","REGULAR DRAWING"
"02/15/2012","9,13,14,16,33,38","REGULAR DRAWING"
"02/11/2012","9,10,17,35,38,42","REGULAR DRAWING"
"02/08/2012","14,24,37,38,40,45","REGULAR DRAWING"
"02/04/2012","2,7,8,15,24,26","REGULAR DRAWING"
"02/01/2012","1,8,9,13,26,44","REGULAR DRAWING"
"01/28/2012","18,19,24,25,31,38","REGULAR DRAWING"
"01/25/2012","11,12,17,19,31,46","REGULAR DRAWING"
"01/21/2012","3,10,28,29,30,43","REGULAR DRAWING"
"01/18/2012","10,18,27,33,37,44","REGULAR DRAWING"
"01/14/2012","4,10,20,38,45,47","REGULAR DRAWING"
"01/11/2012","2,19,20,21,23,40","REGULAR DRAWING"
"01/07/2012","18,21,28,29,31,39","REGULAR DRAWING"
"01/04/2012","2,11,21,36,38,45","REGULAR DRAWING"
"12/31/2011","2,18,20,21,30,46","REGULAR DRAWING"
"12/28/2011","6,9,11,19,36,45","REGULAR DRAWING"
"12/24/2011","13,23,27,36,38,41","REGULAR DRAWING"
"12/21/2011","1,11,14,16,26,28","REGULAR DRAWING"
"12/17/2011","2,7,17,18,28,43","REGULAR DRAWING"
"12/14/2011","8,10,12,26,33,45","REGULAR DRAWING"
"12/10/2011","1,12,13,29,44,47","REGULAR DRAWING"
"12/07/2011","5,20,24,27,31,32","REGULAR DRAWING"
"12/03/2011","10,27,33,34,41,44","REGULAR DRAWING"
"11/30/2011","2,11,17,19,40,43","REGULAR DRAWING"
"11/26/2011","2,9,18,32,33,40","REGULAR DRAWING"
"11/23/2011","15,18,19,32,33,37","REGULAR DRAWING"
"11/19/2011","6,9,25,30,33,34","REGULAR DRAWING"
"11/16/2011","1,9,19,38,39,42","REGULAR DRAWING"
"11/12/2011","5,16,27,42,44,45","REGULAR DRAWING"
"11/09/2011","8,11,17,26,28,34","REGULAR DRAWING"
"11/05/2011","11,12,22,23,33,40","REGULAR DRAWING"
"11/02/2011","2,5,6,23,28,35","REGULAR DRAWING"
"10/29/2011","5,11,22,36,37,44","REGULAR DRAWING"
"10/26/2011","4,10,18,33,42,45","REGULAR DRAWING"
"10/22/2011","13,14,26,30,33,37","REGULAR DRAWING"
"10/19/2011","6,10,13,31,45,46","REGULAR DRAWING"
"10/15/2011","8,10,12,27,42,47","REGULAR DRAWING"
"10/12/2011","10,12,13,16,18,33","REGULAR DRAWING"
"10/08/2011","1,7,24,30,39,41","REGULAR DRAWING"
"10/05/2011","7,25,35,38,46,47","REGULAR DRAWING"
"10/01/2011","1,10,20,22,31,38","REGULAR DRAWING"
"09/28/2011","7,24,33,37,38,45","REGULAR DRAWING"
"09/24/2011","13,26,31,40,45,46","REGULAR DRAWING"
"09/21/2011","1,17,20,31,33,41","REGULAR DRAWING"
"09/17/2011","8,13,21,24,25,33","REGULAR DRAWING"
"09/14/2011","3,5,11,19,28,37","REGULAR DRAWING"
"09/10/2011","2,7,16,29,31,39","REGULAR DRAWING"
"09/07/2011","2,6,8,26,28,30","REGULAR DRAWING"
"09/03/2011","5,6,10,22,23,47","REGULAR DRAWING"
"08/31/2011","3,8,12,15,18,35","REGULAR DRAWING"
"08/27/2011","7,12,18,19,29,35","REGULAR DRAWING"
"08/24/2011","6,8,14,21,26,33","REGULAR DRAWING"
"08/20/2011","2,6,16,18,43,44","REGULAR DRAWING"
"08/17/2011","9,14,19,21,30,31","REGULAR DRAWING"
"08/13/2011","5,21,22,24,30,32","REGULAR DRAWING"
"08/10/2011","10,14,22,25,31,46","REGULAR DRAWING"
"08/06/2011","2,5,6,23,33,42","REGULAR DRAWING"
"08/03/2011","4,13,25,36,43,47","REGULAR DRAWING"
"07/30/2011","9,11,19,22,40,47","REGULAR DRAWING"
"07/27/2011","10,11,22,23,24,27","REGULAR DRAWING"
"07/23/2011","4,7,27,28,35,39","REGULAR DRAWING"
"07/20/2011","1,2,3,27,31,35","REGULAR DRAWING"
"07/16/2011","13,14,23,32,35,40","REGULAR DRAWING"
"07/13/2011","11,12,21,25,26,42","REGULAR DRAWING"
"07/09/2011","2,8,13,15,46,47","REGULAR DRAWING"
"07/06/2011","7,14,32,34,36,47","REGULAR DRAWING"
"07/02/2011","8,9,11,22,27,39","REGULAR DRAWING"
"06/29/2011","1,3,31,37,44,45","REGULAR DRAWING"
"06/25/2011","4,8,9,23,27,35","REGULAR DRAWING"
"06/22/2011","2,18,23,32,34,47","REGULAR DRAWING"
"06/18/2011","8,9,12,22,31,41","REGULAR DRAWING"
"06/15/2011","7,16,23,24,33,41","REGULAR DRAWING"
"06/11/2011","2,10,12,24,26,33","REGULAR DRAWING"
"06/08/2011","8,10,29,31,39,45","REGULAR DRAWING"
"06/04/2011","12,14,23,41,42,45","REGULAR DRAWING"
"06/01/2011","7,26,31,38,39,47","REGULAR DRAWING"
"05/28/2011","1,3,11,12,25,31","REGULAR DRAWING"
"05/25/2011","7,13,20,26,28,33","REGULAR DRAWING"
"05/21/2011","17,18,27,34,38,43","REGULAR DRAWING"
"05/18/2011","1,8,14,15,22,36","REGULAR DRAWING"
"05/14/2011","6,11,16,18,19,33","REGULAR DRAWING"
"05/11/2011","4,10,11,22,28,40","REGULAR DRAWING"
"05/07/2011","11,25,32,37,45,47","REGULAR DRAWING"
"05/04/2011","18,26,27,38,40,45","REGULAR DRAWING"
"04/30/2011","9,13,17,24,33,41","REGULAR DRAWING"
"04/27/2011","5,26,29,35,40,43","REGULAR DRAWING"
"04/23/2011","2,3,17,25,31,40","REGULAR DRAWING"
"04/20/2011","5,9,11,20,44,46","REGULAR DRAWING"
"04/16/2011","3,12,23,28,35,43","REGULAR DRAWING"
"04/13/2011","2,10,13,22,32,38","REGULAR DRAWING"
"04/09/2011","6,9,16,19,33,36","REGULAR DRAWING"
"04/06/2011","3,9,11,16,17,28","REGULAR DRAWING"
"04/02/2011","9,28,29,34,36,47","REGULAR DRAWING"
"03/30/2011","2,14,20,26,35,44","REGULAR DRAWING"
"03/26/2011","1,28,31,42,44,46","REGULAR DRAWING"
"03/23/2011","5,15,21,29,31,33","REGULAR DRAWING"
"03/19/2011","2,3,15,17,23,46","REGULAR DRAWING"
"03/16/2011","18,24,28,35,43,46","REGULAR DRAWING"
"03/12/2011","5,15,18,31,33,36","REGULAR DRAWING"
"03/09/2011","8,18,20,27,34,36","REGULAR DRAWING"
"03/05/2011","2,15,17,20,36,38","REGULAR DRAWING"
"03/02/2011","2,29,30,33,36,39","REGULAR DRAWING"
"02/26/2011","2,6,7,16,35,43","REGULAR DRAWING"
"02/23/2011","2,12,18,20,23,26","REGULAR DRAWING"
"02/19/2011","2,18,30,32,43,44","REGULAR DRAWING"
"02/16/2011","5,18,31,32,35,44","REGULAR DRAWING"
"02/12/2011","14,26,27,30,43,44","REGULAR DRAWING"
"02/09/2011","6,10,12,21,31,46","REGULAR DRAWING"
"02/05/2011","5,8,9,31,43,47","REGULAR DRAWING"
"02/02/2011","11,12,24,34,43,44","REGULAR DRAWING"
"01/29/2011","5,6,18,19,32,36","REGULAR DRAWING"
"01/26/2011","3,8,11,34,36,38","REGULAR DRAWING"
"01/22/2011","3,13,23,31,32,44","REGULAR DRAWING"
"01/19/2011","1,3,7,14,39,44","REGULAR DRAWING"
"01/15/2011","1,17,21,38,41,43","REGULAR DRAWING"
"01/12/2011","19,29,34,41,43,44","REGULAR DRAWING"
"01/08/2011","2,12,17,23,30,47","REGULAR DRAWING"
"01/05/2011","7,13,15,24,28,47","REGULAR DRAWING"
"01/01/2011","4,22,26,33,40,41","REGULAR DRAWING"
"12/29/2010","2,3,11,27,28,43","REGULAR DRAWING"
"12/22/2010","10,15,31,33,39,43","REGULAR DRAWING"
"12/18/2010","9,10,15,27,41,46","REGULAR DRAWING"
"12/15/2010","6,12,17,27,30,45","REGULAR DRAWING"
"12/11/2010","6,7,9,17,22,42","REGULAR DRAWING"
"12/08/2010","6,9,24,26,33,37","REGULAR DRAWING"
"12/04/2010","3,5,18,32,35,37","REGULAR DRAWING"
"12/01/2010","5,8,16,20,33,34","REGULAR DRAWING"
"11/27/2010","3,13,28,30,39,45","REGULAR DRAWING"
"11/24/2010","5,18,33,39,40,41","REGULAR DRAWING"
"11/20/2010","15,18,22,41,43,45","REGULAR DRAWING"
"11/17/2010","7,16,19,33,38,46","REGULAR DRAWING"
"11/13/2010","1,2,10,17,25,34","REGULAR DRAWING"
"11/10/2010","5,14,17,24,26,40","REGULAR DRAWING"
"11/06/2010","3,6,14,19,24,47","REGULAR DRAWING"
"11/03/2010","4,12,25,28,34,36","REGULAR DRAWING"
"10/30/2010","9,18,25,37,44,46","REGULAR DRAWING"
